control_id,control_family_id,source_system_id,global_edge_id,source_global_edge_id,source,target,source_original,target_original,bond_order_class,bond_order_proxy,hybridization_pair,pi_system_label,sigma_framework_label,control_transform_note,reference_control_role
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_10,adamantane:Ada_e_10,sigma_pi_label_shuffle_control__adamantane:Ada_02,sigma_pi_label_shuffle_control__adamantane:Ada_09,adamantane:Ada_02,adamantane:Ada_09,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_11,adamantane:Ada_e_11,sigma_pi_label_shuffle_control__adamantane:Ada_03,sigma_pi_label_shuffle_control__adamantane:Ada_09,adamantane:Ada_03,adamantane:Ada_09,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__benzene,sigma_pi_label_shuffle_control,benzene,sigma_pi_label_shuffle_control__benzene:Bz_e_00,benzene:Bz_e_00,sigma_pi_label_shuffle_control__benzene:Bz_00,sigma_pi_label_shuffle_control__benzene:Bz_01,benzene:Bz_00,benzene:Bz_01,aromatic,1.5,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__benzene,sigma_pi_label_shuffle_control,benzene,sigma_pi_label_shuffle_control__benzene:Bz_e_01,benzene:Bz_e_01,sigma_pi_label_shuffle_control__benzene:Bz_01,sigma_pi_label_shuffle_control__benzene:Bz_02,benzene:Bz_01,benzene:Bz_02,aromatic,1.5,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__benzene,sigma_pi_label_shuffle_control,benzene,sigma_pi_label_shuffle_control__benzene:Bz_e_02,benzene:Bz_e_02,sigma_pi_label_shuffle_control__benzene:Bz_02,sigma_pi_label_shuffle_control__benzene:Bz_03,benzene:Bz_02,benzene:Bz_03,aromatic,1.5,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__benzene,sigma_pi_label_shuffle_control,benzene,sigma_pi_label_shuffle_control__benzene:Bz_e_03,benzene:Bz_e_03,sigma_pi_label_shuffle_control__benzene:Bz_03,sigma_pi_label_shuffle_control__benzene:Bz_04,benzene:Bz_03,benzene:Bz_04,aromatic,1.5,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__benzene,sigma_pi_label_shuffle_control,benzene,sigma_pi_label_shuffle_control__benzene:Bz_e_04,benzene:Bz_e_04,sigma_pi_label_shuffle_control__benzene:Bz_04,sigma_pi_label_shuffle_control__benzene:Bz_05,benzene:Bz_04,benzene:Bz_05,aromatic,1.5,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__benzene,sigma_pi_label_shuffle_control,benzene,sigma_pi_label_shuffle_control__benzene:Bz_e_05,benzene:Bz_e_05,sigma_pi_label_shuffle_control__benzene:Bz_05,sigma_pi_label_shuffle_control__benzene:Bz_00,benzene:Bz_05,benzene:Bz_00,aromatic,1.5,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_000,c60:C60_e_000,sigma_pi_label_shuffle_control__c60:C60_00,sigma_pi_label_shuffle_control__c60:C60_01,c60:C60_00,c60:C60_01,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_001,c60:C60_e_001,sigma_pi_label_shuffle_control__c60:C60_00,sigma_pi_label_shuffle_control__c60:C60_02,c60:C60_00,c60:C60_02,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_002,c60:C60_e_002,sigma_pi_label_shuffle_control__c60:C60_00,sigma_pi_label_shuffle_control__c60:C60_05,c60:C60_00,c60:C60_05,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_003,c60:C60_e_003,sigma_pi_label_shuffle_control__c60:C60_01,sigma_pi_label_shuffle_control__c60:C60_04,c60:C60_01,c60:C60_04,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,planar_ring_sigma_framework,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_004,c60:C60_e_004,sigma_pi_label_shuffle_control__c60:C60_01,sigma_pi_label_shuffle_control__c60:C60_25,c60:C60_01,c60:C60_25,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,planar_ring_sigma_framework,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_005,c60:C60_e_005,sigma_pi_label_shuffle_control__c60:C60_02,sigma_pi_label_shuffle_control__c60:C60_03,c60:C60_02,c60:C60_03,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,diamondoid_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_006,c60:C60_e_006,sigma_pi_label_shuffle_control__c60:C60_02,sigma_pi_label_shuffle_control__c60:C60_35,c60:C60_02,c60:C60_35,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,diamondoid_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_007,c60:C60_e_007,sigma_pi_label_shuffle_control__c60:C60_03,sigma_pi_label_shuffle_control__c60:C60_04,c60:C60_03,c60:C60_04,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_008,c60:C60_e_008,sigma_pi_label_shuffle_control__c60:C60_03,sigma_pi_label_shuffle_control__c60:C60_50,c60:C60_03,c60:C60_50,6_6,1.4,sp2_sp2,none,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_009,c60:C60_e_009,sigma_pi_label_shuffle_control__c60:C60_04,sigma_pi_label_shuffle_control__c60:C60_55,c60:C60_04,c60:C60_55,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_010,c60:C60_e_010,sigma_pi_label_shuffle_control__c60:C60_05,sigma_pi_label_shuffle_control__c60:C60_06,c60:C60_05,c60:C60_06,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_011,c60:C60_e_011,sigma_pi_label_shuffle_control__c60:C60_05,sigma_pi_label_shuffle_control__c60:C60_07,c60:C60_05,c60:C60_07,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_012,c60:C60_e_012,sigma_pi_label_shuffle_control__c60:C60_06,sigma_pi_label_shuffle_control__c60:C60_09,c60:C60_06,c60:C60_09,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_013,c60:C60_e_013,sigma_pi_label_shuffle_control__c60:C60_06,sigma_pi_label_shuffle_control__c60:C60_26,c60:C60_06,c60:C60_26,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,linear_sigma_axis,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_014,c60:C60_e_014,sigma_pi_label_shuffle_control__c60:C60_07,sigma_pi_label_shuffle_control__c60:C60_08,c60:C60_07,c60:C60_08,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,diamondoid_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_015,c60:C60_e_015,sigma_pi_label_shuffle_control__c60:C60_07,sigma_pi_label_shuffle_control__c60:C60_36,c60:C60_07,c60:C60_36,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_016,c60:C60_e_016,sigma_pi_label_shuffle_control__c60:C60_08,sigma_pi_label_shuffle_control__c60:C60_09,c60:C60_08,c60:C60_09,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_017,c60:C60_e_017,sigma_pi_label_shuffle_control__c60:C60_08,sigma_pi_label_shuffle_control__c60:C60_40,c60:C60_08,c60:C60_40,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_018,c60:C60_e_018,sigma_pi_label_shuffle_control__c60:C60_09,sigma_pi_label_shuffle_control__c60:C60_45,c60:C60_09,c60:C60_45,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_019,c60:C60_e_019,sigma_pi_label_shuffle_control__c60:C60_10,sigma_pi_label_shuffle_control__c60:C60_11,c60:C60_10,c60:C60_11,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_020,c60:C60_e_020,sigma_pi_label_shuffle_control__c60:C60_10,sigma_pi_label_shuffle_control__c60:C60_12,c60:C60_10,c60:C60_12,5_6,1.45,sp2_sp2,none,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_021,c60:C60_e_021,sigma_pi_label_shuffle_control__c60:C60_10,sigma_pi_label_shuffle_control__c60:C60_15,c60:C60_10,c60:C60_15,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_022,c60:C60_e_022,sigma_pi_label_shuffle_control__c60:C60_11,sigma_pi_label_shuffle_control__c60:C60_14,c60:C60_11,c60:C60_14,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_023,c60:C60_e_023,sigma_pi_label_shuffle_control__c60:C60_11,sigma_pi_label_shuffle_control__c60:C60_20,c60:C60_11,c60:C60_20,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_024,c60:C60_e_024,sigma_pi_label_shuffle_control__c60:C60_12,sigma_pi_label_shuffle_control__c60:C60_13,c60:C60_12,c60:C60_13,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_025,c60:C60_e_025,sigma_pi_label_shuffle_control__c60:C60_12,sigma_pi_label_shuffle_control__c60:C60_30,c60:C60_12,c60:C60_30,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_026,c60:C60_e_026,sigma_pi_label_shuffle_control__c60:C60_13,sigma_pi_label_shuffle_control__c60:C60_14,c60:C60_13,c60:C60_14,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_027,c60:C60_e_027,sigma_pi_label_shuffle_control__c60:C60_13,sigma_pi_label_shuffle_control__c60:C60_51,c60:C60_13,c60:C60_51,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_028,c60:C60_e_028,sigma_pi_label_shuffle_control__c60:C60_14,sigma_pi_label_shuffle_control__c60:C60_56,c60:C60_14,c60:C60_56,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_029,c60:C60_e_029,sigma_pi_label_shuffle_control__c60:C60_15,sigma_pi_label_shuffle_control__c60:C60_16,c60:C60_15,c60:C60_16,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_030,c60:C60_e_030,sigma_pi_label_shuffle_control__c60:C60_15,sigma_pi_label_shuffle_control__c60:C60_17,c60:C60_15,c60:C60_17,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,diamondoid_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_031,c60:C60_e_031,sigma_pi_label_shuffle_control__c60:C60_16,sigma_pi_label_shuffle_control__c60:C60_19,c60:C60_16,c60:C60_19,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_032,c60:C60_e_032,sigma_pi_label_shuffle_control__c60:C60_16,sigma_pi_label_shuffle_control__c60:C60_21,c60:C60_16,c60:C60_21,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_033,c60:C60_e_033,sigma_pi_label_shuffle_control__c60:C60_17,sigma_pi_label_shuffle_control__c60:C60_18,c60:C60_17,c60:C60_18,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_034,c60:C60_e_034,sigma_pi_label_shuffle_control__c60:C60_17,sigma_pi_label_shuffle_control__c60:C60_31,c60:C60_17,c60:C60_31,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_035,c60:C60_e_035,sigma_pi_label_shuffle_control__c60:C60_18,sigma_pi_label_shuffle_control__c60:C60_19,c60:C60_18,c60:C60_19,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,diamondoid_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_036,c60:C60_e_036,sigma_pi_label_shuffle_control__c60:C60_18,sigma_pi_label_shuffle_control__c60:C60_41,c60:C60_18,c60:C60_41,6_6,1.4,sp2_sp2,none,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__c60,sigma_pi_label_shuffle_control,c60,sigma_pi_label_shuffle_control__c60:C60_e_037,c60:C60_e_037,sigma_pi_label_shuffle_control__c60:C60_19,sigma_pi_label_shuffle_control__c60:C60_46,c60:C60_19,c60:C60_46,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
